surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
1,0,0.685185185185186,0.42857142857142855,0.36363636363636365,0,0,1,2,1,0,0,3,2,0.0,0,0.9807692307692308,0.03850641773628938,1,0.12999999999999998,1,2209,0,0,0,0
1,1,0.5555555555555554,0.8701298701298703,0.1818181818181818,1,3,1,2,2,3,0,3,2,0.5384615384615384,2,0.9615384615384617,0.04784130688448075,3,0.44,1,2305,0,0,1,0
1,0,0.3888888888888893,0.07792207792207795,0.2727272727272727,1,2,6,1,3,0,0,1,2,0.6923076923076924,0,0.2884615384615385,0.04317386231038507,1,0.26999999999999996,1,2208,0,0,0,0
1,0,0.48148148148148184,0.3506493506493507,0.31818181818181823,1,2,1,2,3,3,3,3,0,0.9230769230769232,4,0.4615384615384615,0.04317386231038507,0,0.38,1,2208,0,0,0,0
1,0,0.6481481481481479,0.32467532467532473,0.36363636363636365,0,3,5,1,3,0,0,3,2,0.5230769230769231,1,0.7692307692307694,0.04550758459743291,3,0.47,1,3205,0,0,0,1
1,0,0.6111111111111116,0.19480519480519481,0.2727272727272727,0,3,0,2,5,0,2,1,3,0.15384615384615385,3,0.5769230769230771,0.7082847141190198,3,0.19,1,3205,0,0,0,1
1,0,0.5555555555555554,0.06493506493506496,0.1818181818181818,2,2,3,1,1,3,0,3,3,0.6923076923076924,0,0.2692307692307692,0.03617269544924155,0,0.6100000000000001,1,2206,0,0,1,0
1,1,0.666666666666667,0.6363636363636365,0.31818181818181823,1,3,6,2,3,3,0,3,0,0.9230769230769232,3,0.5769230769230771,0.025670945157526256,3,0.52,1,2208,0,0,1,0
1,0,0.5740740740740744,0.3766233766233767,0.25,0,3,6,1,3,0,0,3,2,0.15384615384615385,3,0.4807692307692308,0.7316219369894983,3,0.19,1,2205,0,0,0,1
1,1,0.5370370370370363,0.06493506493506496,0.31818181818181823,1,3,4,1,2,0,2,2,2,0.5384615384615384,1,0.4615384615384615,0.03733955659276546,3,0.39999999999999997,1,2209,0,0,1,0
1,0,0.5740740740740744,1.0000000000000002,0.8636363636363636,0,3,2,2,1,0,0,1,3,0.9230769230769232,0,0.7115384615384617,0.03733955659276546,3,0.33,1,7111,0,0,1,0
0,1,0.9074074074074074,0.5454545454545454,0.31818181818181823,1,2,1,2,1,3,3,3,2,0.8461538461538461,1,0.9423076923076923,0.056009334889148193,3,0.42,1,8400,0,0,1,0
1,0,0.7222222222222223,0.45454545454545453,0.48863636363636365,1,3,2,1,1,0,3,1,0,0.15384615384615385,3,0.8269230769230771,0.1131855309218203,2,0.19,1,2113,0,0,0,1
0,0,0.0,0.7142857142857144,0.31818181818181823,1,3,3,1,1,3,3,3,2,0.8461538461538461,3,0.653846153846154,0.060676779463243874,0,0.19,1,1400,0,0,0,0
1,0,0.5370370370370363,0.3896103896103897,0.36363636363636365,1,3,1,2,5,3,0,1,2,0.15384615384615385,1,1.0,0.603267211201867,1,0.19,0,2209,0,0,0,1
0,0,0.7037037037037042,0.3506493506493507,0.22727272727272727,1,3,3,1,5,3,0,1,0,0.0,3,0.8076923076923077,0.9066511085180864,3,0.19,0,1400,0,0,0,1
0,0,0.5370370370370363,0.14285714285714285,0.36363636363636365,3,3,3,1,1,3,3,3,2,0.8461538461538461,4,0.36538461538461536,0.060676779463243874,3,0.52,1,21110,0,0,1,1
1,0,0.44444444444444375,0.3766233766233767,0.22727272727272727,1,3,0,1,3,3,0,3,3,0.5384615384615384,0,0.3269230769230769,0.03033838973162195,3,0.44999999999999996,1,2205,0,0,1,0
1,0,0.7962962962962967,0.3506493506493507,0.36363636363636365,1,3,2,1,1,0,2,1,0,0.15384615384615385,0,1.0,0.9066511085180864,0,0.19,0,1400,0,0,1,1
1,1,0.44444444444444375,0.6363636363636365,0.48863636363636365,2,3,6,1,2,0,0,0,3,0.5230769230769231,1,0.5769230769230771,0.018669778296382736,3,0.48000000000000004,1,11400,0,0,1,0
1,0,0.7222222222222223,0.3766233766233767,0.13636363636363638,0,3,2,2,1,0,0,0,2,0.15384615384615385,3,0.653846153846154,0.9533255542590432,1,0.19,1,2205,0,0,0,1
1,0,0.3333333333333339,0.3766233766233767,0.25,1,3,6,1,2,3,0,3,0,0.8461538461538461,0,0.4807692307692308,0.060676779463243874,3,0.42,1,2205,0,0,0,0
0,0,0.3148148148148149,0.3506493506493507,0.31818181818181823,1,3,5,1,3,0,0,0,0,0.3076923076923077,3,0.5192307692307692,0.03150525087514586,3,0.38,1,2208,0,0,0,1
0,0,0.666666666666667,0.5324675324675325,0.09090909090909091,1,3,0,1,1,3,0,0,2,0.6923076923076924,0,0.653846153846154,0.03150525087514586,3,0.26999999999999996,0,4205,0,0,0,1
1,0,0.4259259259259265,0.27272727272727276,0.36363636363636365,1,3,5,1,5,3,2,3,2,0.6153846153846154,4,0.38461538461538464,0.04317386231038507,0,0.21000000000000002,1,3205,0,0,1,1
1,0,0.40740740740740744,0.27272727272727276,0.04545454545454544,2,2,6,2,2,4,2,0,1,0.3076923076923077,4,0.2884615384615385,0.015169194865810968,0,0.33,1,2112,0,0,0,0
0,0,0.3888888888888893,0.3766233766233767,0.09090909090909091,1,3,5,1,1,0,3,1,2,0.6153846153846154,0,0.5576923076923077,0.061843640606767794,3,0.33,0,2209,0,0,1,1
1,0,0.3148148148148149,0.27272727272727276,0.4545454545454545,0,3,6,2,2,0,2,2,2,0.46153846153846156,0,0.4807692307692308,0.04784130688448075,3,0.31000000000000005,1,12208,0,0,1,0
1,0,0.7592592592592595,0.45454545454545453,0.25,1,3,6,2,2,3,0,1,2,0.8461538461538461,0,0.4615384615384615,0.002333722287047847,3,0.33,1,2207,0,0,1,0
1,0,0.40740740740740744,0.09090909090909094,0.04545454545454544,2,2,1,1,5,4,3,3,3,0.9230769230769232,4,0.4038461538461539,0.04900816802800467,1,0.21999999999999997,1,2112,0,0,1,0
1,0,0.518518518518519,0.038961038961038974,0.09090909090909091,1,2,0,1,1,4,3,1,2,0.15384615384615385,1,0.5576923076923077,0.8366394399066511,1,0.19,1,2209,1400,0,0,1
1,0,0.48148148148148184,0.11688311688311687,0.13636363636363638,1,3,5,1,3,3,0,1,3,0.9230769230769232,0,0.4807692307692308,0.06417736289381565,3,0.43000000000000005,1,2209,0,0,1,1
1,0,0.40740740740740744,0.3766233766233767,0.09090909090909091,2,2,6,1,3,0,3,3,2,0.8461538461538461,0,0.4807692307692308,0.05484247374562427,1,0.6900000000000001,1,7111,0,0,0,0
1,0,0.3888888888888893,0.2337662337662338,0.04545454545454544,1,2,6,1,3,3,0,3,2,0.8615384615384615,0,0.2884615384615385,0.03967327887981331,0,0.09,1,3209,0,0,0,0
0,0,0.12962962962962976,0.5064935064935066,0.25,0,3,5,2,1,0,3,3,2,0.5076923076923077,0,0.5576923076923077,0.04317386231038507,3,0.47,1,2208,0,0,1,0
1,0,0.7592592592592595,0.29870129870129875,0.1818181818181818,1,3,6,2,2,0,2,3,0,0.5384615384615384,0,0.4230769230769231,0.03733955659276546,3,0.25,1,1124,0,0,0,0
1,1,0.3333333333333339,0.42857142857142855,0.1818181818181818,1,3,2,2,1,0,1,1,2,0.6923076923076924,4,0.5961538461538463,0.04200700116686115,3,0.25,1,3111,0,0,0,0
1,0,0.5,0.14285714285714285,0.9999999999999999,2,3,1,1,5,3,1,1,0,0.9230769230769232,4,0.6346153846153848,0.05484247374562427,1,0.5900000000000001,1,2112,0,0,1,0
1,0,0.5925925925925934,0.5064935064935066,0.2727272727272727,0,3,5,2,1,0,3,3,2,0.8,0,0.7115384615384617,0.04317386231038507,3,0.35000000000000003,0,2205,0,0,1,0
1,1,0.40740740740740744,1.0000000000000002,0.5909090909090909,2,3,0,1,1,3,0,0,0,0.8461538461538461,1,0.9807692307692308,0.04084014002333722,1,0.25,1,8400,0,0,1,0
0,0,0.8518518518518521,0.32467532467532473,0.31818181818181823,1,2,1,2,3,3,1,3,3,0.9230769230769232,4,0.4038461538461539,0.04900816802800467,3,0.44,1,1400,0,0,1,0
0,0,0.5740740740740744,0.31168831168831174,0.22727272727272727,1,2,1,1,1,4,3,3,2,0.6153846153846154,2,0.6153846153846154,0.03033838973162195,1,0.44,1,2209,0,0,1,1
0,0,0.518518518518519,0.5454545454545454,0.09090909090909091,2,3,3,2,1,3,0,3,3,0.9230769230769232,4,0.653846153846154,0.056009334889148193,3,0.44,1,31110,0,0,0,1
1,0,0.5,0.5324675324675325,0.31818181818181823,1,3,6,2,1,0,0,0,0,0.15384615384615385,0,0.5769230769230771,0.0571761960326721,3,0.43000000000000005,0,11300,0,0,1,0
1,0,0.4629629629629628,0.19480519480519481,0.25,2,2,3,1,3,3,3,0,3,0.5384615384615384,1,0.23076923076923078,0.03850641773628938,1,0.14,1,5206,0,0,1,0
1,0,0.37037037037037024,0.4805194805194805,0.04545454545454544,0,3,2,2,1,0,3,1,2,0.46153846153846156,0,1.0,0.06417736289381565,3,0.42,1,2207,0,0,1,0
1,0,0.48148148148148184,0.038961038961038974,0.09090909090909091,1,2,3,1,5,4,0,2,2,0.15384615384615385,1,0.2692307692307692,0.8366394399066511,1,0.09,0,3111,0,0,0,1
1,0,0.44444444444444375,0.42857142857142855,0.13636363636363638,1,3,5,2,3,0,0,3,2,0.46153846153846156,0,0.7884615384615385,0.029171528588098017,3,0.32,1,2205,0,0,0,0
1,0,0.3333333333333339,0.14285714285714285,0.09090909090909091,2,4,6,1,4,0,0,1,2,0.15384615384615385,3,0.36538461538461536,0.7899649941656943,0,0.09,1,2208,0,0,0,1
1,0,0.4259259259259265,0.3766233766233767,0.09090909090909091,1,3,5,2,5,0,0,3,2,0.15384615384615385,0,0.4230769230769231,0.7549591598599766,3,0.19,0,2205,0,0,1,1
1,0,0.5370370370370363,0.19480519480519481,0.25,1,3,5,2,2,0,0,1,2,0.15384615384615385,0,0.5192307692307692,0.8366394399066511,3,0.19,1,2208,0,0,0,1
1,0,0.9074074074074074,0.5454545454545454,0.31818181818181823,1,3,3,2,1,3,0,3,3,0.9230769230769232,3,0.653846153846154,0.014002333722287048,3,0.44,1,3205,0,0,1,0
0,0,0.40740740740740744,0.19480519480519481,0.13636363636363638,1,3,1,1,1,0,0,3,2,0.15384615384615385,1,0.9615384615384617,0.08984830805134189,1,0.33,0,400,0,0,1,0
0,0,0.518518518518519,0.3506493506493507,0.31818181818181823,3,3,6,1,1,0,1,3,2,0.9230769230769232,0,0.4615384615384615,0.04900816802800467,3,0.42,0,31110,0,0,0,0
0,0,0.2962962962962967,0.27272727272727276,0.9999999999999999,1,3,1,1,5,3,2,3,2,0.46153846153846156,0,0.4615384615384615,0.04900816802800467,1,0.48000000000000004,1,1400,0,0,1,0
1,0,0.4259259259259265,0.42857142857142855,0.25,1,3,5,1,2,0,2,2,3,0.46153846153846156,0,0.8269230769230771,0.04900816802800467,3,0.33,1,4205,0,0,1,0
1,0,0.518518518518519,0.5844155844155845,0.4545454545454545,0,3,6,1,4,3,0,1,3,0.15384615384615385,3,0.653846153846154,0.7199533255542591,3,0.19,1,3205,0,0,0,1
1,0,0.44444444444444375,0.3506493506493507,0.13636363636363638,1,3,1,2,1,3,3,3,2,0.6615384615384615,4,0.9615384615384617,0.08051341890315052,1,0.25,1,2206,0,0,1,1
0,0,0.5,0.4805194805194805,0.3068181818181819,0,3,2,1,1,0,3,3,2,0.6153846153846154,0,1.0,0.025670945157526256,3,0.44999999999999996,1,3207,0,0,0,0
0,0,0.22222222222222232,0.42857142857142855,0.22727272727272727,1,3,1,2,1,3,3,1,2,0.6923076923076924,0,0.19230769230769235,0.03850641773628938,3,0.65,1,1400,0,0,1,0
1,0,0.6481481481481479,0.19480519480519481,0.25,1,3,1,1,3,3,0,3,2,0.8461538461538461,0,0.4615384615384615,0.03733955659276546,1,0.26,1,2300,0,0,0,1
1,0,0.5,0.5064935064935066,0.2727272727272727,0,3,5,2,1,0,3,3,2,1.0,0,1.0,0.05834305717619605,0,0.6900000000000001,1,2209,0,0,0,1
1,0,0.7592592592592595,0.4025974025974027,0.1818181818181818,1,3,5,1,1,0,1,1,2,0.15384615384615385,2,0.8461538461538463,0.04317386231038507,0,0.35000000000000003,1,7111,0,0,0,0
1,0,0.5,0.29220779220779225,0.11363636363636365,2,2,6,1,3,0,3,3,2,0.9230769230769232,0,0.5576923076923077,0.04084014002333722,3,0.42,1,7209,0,0,0,0
1,0,0.5740740740740744,0.3636363636363637,0.1818181818181818,1,3,5,1,2,0,0,3,3,0.5230769230769231,1,0.4230769230769231,0.04900816802800467,1,0.38,1,3209,0,0,1,0
1,0,0.44444444444444375,0.42857142857142855,0.25,1,3,6,2,5,3,0,3,0,0.5384615384615384,0,0.4230769230769231,0.04900816802800467,0,0.36000000000000004,1,4205,0,0,1,0
1,0,0.5,0.2337662337662338,0.04545454545454544,1,3,1,1,3,3,1,3,3,0.3076923076923077,2,0.4038461538461539,0.03150525087514586,1,0.35000000000000003,1,3111,0,0,1,0
1,0,0.3518518518518512,0.42857142857142855,0.25,1,3,6,1,2,0,0,1,2,0.46153846153846156,0,0.653846153846154,0.014002333722287048,3,0.39999999999999997,1,2205,0,0,1,0
1,0,0.44444444444444375,0.19480519480519481,0.09090909090909091,1,3,1,2,1,3,2,1,2,0.15384615384615385,0,0.5576923076923077,0.8366394399066511,3,0.19,1,3205,0,0,0,1
1,0,0.518518518518519,0.4805194805194805,0.31818181818181823,0,3,5,2,2,3,0,3,2,0.15384615384615385,1,0.2692307692307692,0.03733955659276546,3,0.19,1,7400,0,0,1,0
1,0,0.48148148148148184,0.42857142857142855,0.22727272727272727,1,3,5,1,5,3,0,3,0,0.5384615384615384,0,0.8846153846153848,0.056009334889148193,3,0.44,1,2205,0,0,0,0
1,0,0.3888888888888893,0.19480519480519481,0.1818181818181818,1,3,5,2,3,0,0,3,3,0.3076923076923077,0,0.653846153846154,0.056009334889148193,3,0.44,1,2208,0,0,1,1
1,0,0.5925925925925934,0.19480519480519481,0.25,1,3,1,2,1,3,0,3,3,0.3076923076923077,0,0.38461538461538464,0.03150525087514586,1,0.35000000000000003,1,2209,0,0,1,0
1,1,0.5370370370370363,0.32467532467532473,0.25,1,3,0,1,1,3,0,3,3,0.9230769230769232,4,0.2692307692307692,0.03733955659276546,3,0.35000000000000003,1,2208,0,0,0,0
1,0,0.6111111111111116,0.14285714285714285,0.48863636363636365,2,2,6,1,3,3,0,3,0,0.15384615384615385,0,0.19230769230769235,0.04317386231038507,2,0.09,1,2208,0,0,0,0
1,0,0.40740740740740744,0.5454545454545454,0.4545454545454545,1,3,6,2,1,0,3,3,2,0.6153846153846154,4,0.653846153846154,0.05484247374562427,0,0.19,1,2112,0,0,0,0
1,0,0.6111111111111116,0.45454545454545453,0.04545454545454544,1,3,5,2,5,3,0,2,2,0.15384615384615385,0,0.5576923076923077,0.8016336056009334,3,0.32,1,2205,0,0,0,1
1,0,0.3333333333333339,0.5064935064935066,0.04545454545454544,1,3,5,2,1,0,3,3,3,0.7692307692307693,0,0.5576923076923077,0.061843640606767794,3,0.7300000000000001,1,2207,0,0,0,1
0,0,0.40740740740740744,0.11688311688311687,0.13636363636363638,2,2,1,2,1,4,1,0,2,0.8,1,0.4807692307692308,0.05484247374562427,2,0.51,0,5206,0,0,1,1
0,0,0.9074074074074074,0.5454545454545454,0.31818181818181823,1,3,3,2,1,3,0,3,3,0.9230769230769232,1,0.653846153846154,0.056009334889148193,3,0.44,1,7400,0,0,1,1
1,0,0.48148148148148184,0.5194805194805194,0.22727272727272727,1,3,1,2,1,3,0,3,2,0.5076923076923077,0,0.5192307692307692,0.04900816802800467,1,0.09,1,31110,0,0,1,1
1,0,0.48148148148148184,0.5844155844155845,0.8181818181818182,1,3,2,2,3,3,3,3,0,0.15384615384615385,0,0.8653846153846154,0.8949824970828472,3,0.19,0,2209,0,0,0,1
1,0,0.5555555555555554,0.3636363636363637,0.1818181818181818,1,2,6,1,1,3,3,3,2,0.6153846153846154,0,0.4615384615384615,0.03500583430571762,3,0.35000000000000003,1,7111,0,0,0,0
1,0,0.7962962962962967,0.45454545454545453,0.1818181818181818,1,3,5,1,4,0,2,1,2,0.15384615384615385,3,0.5576923076923077,0.8366394399066511,1,0.19,1,2205,0,0,0,1
1,0,0.3333333333333339,0.038961038961038974,0.2727272727272727,1,3,1,1,1,3,0,3,0,0.46153846153846156,1,0.5192307692307692,0.03033838973162195,1,0.25,1,2208,0,0,1,0
1,0,0.518518518518519,0.3506493506493507,0.31818181818181823,1,3,5,1,1,0,0,3,2,0.6153846153846154,0,0.653846153846154,0.04900816802800467,3,0.19,1,2205,0,0,0,0
1,0,0.48148148148148184,0.8701298701298703,0.31818181818181823,1,3,5,1,1,0,0,1,2,0.6923076923076924,0,0.7884615384615385,0.061843640606767794,0,0.32,1,4205,0,0,0,0
0,0,0.3148148148148149,0.3506493506493507,0.25,1,3,6,0,3,0,0,2,0,0.15384615384615385,0,1.0,0.9066511085180864,1,0.09,1,1400,0,0,0,1
1,0,0.518518518518519,0.6493506493506493,0.09090909090909091,1,3,6,1,1,0,2,1,3,0.15384615384615385,3,0.8269230769230771,0.9183197199533255,1,0.19,0,2209,0,0,0,1
1,0,0.24074074074074137,0.3506493506493507,0.25,1,3,5,2,1,3,0,0,2,0.5384615384615384,0,0.3269230769230769,0.05250875145857643,3,0.25,1,3205,0,0,1,0
0,0,0.12962962962962976,0.31168831168831174,0.1818181818181818,1,3,5,1,2,0,0,1,2,0.7692307692307693,0,0.5,0.056009334889148193,3,0.39999999999999997,1,4205,0,0,1,0
0,0,0.44444444444444375,0.3766233766233767,0.22727272727272727,1,3,4,1,5,0,2,1,2,0.0,0,0.19230769230769235,0.7082847141190198,1,0.19,1,3205,0,0,0,1
1,0,0.685185185185186,0.8701298701298703,0.4545454545454545,1,3,2,2,2,3,0,3,0,0.8461538461538461,3,0.8076923076923077,0.05250875145857643,3,0.44,1,2205,0,0,0,0
0,0,0.518518518518519,0.6428571428571428,0.4545454545454545,1,3,5,2,1,0,0,3,2,0.15384615384615385,3,0.653846153846154,0.7316219369894983,3,0.19,1,3205,0,0,0,1
0,0,0.3148148148148149,0.3766233766233767,0.1818181818181818,0,3,5,1,2,0,0,3,3,0.5230769230769231,0,0.7115384615384617,0.04900816802800467,3,0.25,1,3205,0,0,1,0
1,0,0.685185185185186,0.3506493506493507,0.31818181818181823,1,3,6,1,3,3,0,3,3,0.9230769230769232,0,0.3269230769230769,0.04900816802800467,3,0.52,1,2208,0,0,1,0
1,0,0.6111111111111116,0.5844155844155845,0.4545454545454545,1,3,1,1,4,3,3,1,2,0.15384615384615385,3,0.6346153846153848,0.7082847141190198,2,0.19,0,1400,0,0,0,1
1,0,0.7407407407407405,0.5454545454545454,0.5909090909090909,1,3,1,2,1,0,2,1,3,0.9230769230769232,4,0.653846153846154,0.061843640606767794,1,0.38,0,2208,0,0,1,0
1,0,0.5,0.5064935064935066,0.31818181818181823,2,3,0,2,1,3,0,3,0,0.9230769230769232,0,0.5384615384615385,0.08984830805134189,3,0.44,1,7111,0,0,1,0
1,0,0.5,0.27272727272727276,0.5909090909090909,1,3,1,1,3,3,3,3,3,0.3076923076923077,1,0.4038461538461539,0.03150525087514586,1,0.33,1,2209,0,0,1,0
1,0,0.7222222222222223,0.3766233766233767,0.22727272727272727,1,3,5,2,1,0,3,3,2,0.5384615384615384,1,0.4230769230769231,0.04550758459743291,3,0.33,1,2208,0,0,1,0
1,0,0.3148148148148149,0.3506493506493507,0.36363636363636365,1,3,2,1,1,0,1,1,0,0.15384615384615385,4,1.0,0.9066511085180864,1,0.19,1,2208,0,0,0,1
1,0,0.4629629629629628,0.24675324675324678,0.13636363636363638,1,2,0,1,1,0,3,0,1,0.6153846153846154,4,0.4230769230769231,0.008168028004667448,3,0.26999999999999996,1,5400,0,0,1,0
1,0,0.3518518518518512,0.29220779220779225,0.25,0,3,5,2,5,0,0,1,2,0.6153846153846154,0,0.4807692307692308,0.04550758459743291,3,0.31000000000000005,1,2208,0,0,0,0
0,0,0.5,0.14285714285714285,0.09090909090909091,2,2,6,1,5,0,1,3,2,0.0,4,0.44230769230769235,0.5565927654609102,0,0.09,1,2209,0,0,0,1
1,0,0.685185185185186,0.5324675324675325,0.25,1,3,5,2,5,0,3,3,2,0.5384615384615384,0,0.653846153846154,0.04900816802800467,3,0.39,1,2206,0,0,0,0
0,0,0.5,0.5324675324675325,0.04545454545454544,1,3,1,1,5,3,0,3,3,0.5384615384615384,0,0.5961538461538463,0.05017502917152859,1,0.38,1,2112,0,0,1,0
1,0,0.12962962962962976,0.45454545454545453,0.25,1,3,0,2,1,3,0,2,3,0.46153846153846156,0,0.4230769230769231,0.0676779463243874,3,0.48000000000000004,1,3205,0,0,1,0
1,0,0.48148148148148184,0.3766233766233767,0.1818181818181818,2,2,6,1,3,3,0,3,2,0.6153846153846154,0,0.44230769230769235,0.8366394399066511,0,0.19,1,31110,0,0,1,1
1,0,0.3888888888888893,0.2207792207792208,0.4545454545454545,1,3,2,2,2,3,0,1,0,0.46153846153846156,1,0.4038461538461539,0.015169194865810968,3,0.7300000000000001,1,3025,0,0,1,0
1,0,0.48148148148148184,0.5844155844155845,0.5909090909090909,0,3,1,2,1,0,2,1,2,0.15384615384615385,3,0.8653846153846154,0.8366394399066511,1,0.09,1,2208,0,0,1,1
1,0,0.40740740740740744,0.3766233766233767,0.13636363636363638,1,3,6,1,3,3,0,3,1,0.0,0,0.19230769230769235,0.7316219369894983,1,0.19,1,2208,0,0,0,1
1,0,0.48148148148148184,0.2337662337662338,0.1818181818181818,1,3,5,1,5,3,1,1,3,0.5384615384615384,0,0.4038461538461539,0.03617269544924155,3,0.25,1,2205,0,0,1,0
1,0,0.3148148148148149,0.29220779220779225,0.31818181818181823,1,2,2,2,5,0,3,3,2,0.6153846153846154,0,0.4807692307692308,0.04784130688448075,3,0.31000000000000005,1,12208,0,0,1,0
1,0,0.48148148148148184,0.6883116883116884,0.1818181818181818,1,3,5,1,5,0,2,3,3,0.3076923076923077,0,0.38461538461538464,0.04900816802800467,1,0.35000000000000003,1,2209,0,0,1,0
1,0,0.3518518518518512,0.3766233766233767,0.1818181818181818,1,3,5,2,3,0,0,3,2,0.6615384615384615,0,0.4230769230769231,0.05484247374562427,3,0.39999999999999997,1,2209,0,0,1,0
1,0,0.518518518518519,0.32467532467532473,0.40909090909090906,1,3,3,1,1,3,0,3,0,0.9230769230769232,1,0.5961538461538463,0.016336056009334896,3,0.35000000000000003,1,7111,0,0,1,0
0,0,0.48148148148148184,0.4805194805194805,0.36363636363636365,1,3,1,2,5,0,2,2,0,0.3076923076923077,3,0.9615384615384617,0.08051341890315052,0,0.35000000000000003,1,41110,0,0,1,1
1,0,0.3148148148148149,0.3506493506493507,0.36363636363636365,1,2,2,1,1,0,2,2,0,0.15384615384615385,0,1.0,0.9066511085180864,0,0.19,0,1400,0,0,0,1
1,0,0.25925925925925863,0.5064935064935066,0.1818181818181818,1,3,5,1,1,0,3,3,2,0.15384615384615385,0,0.8269230769230771,0.04900816802800467,3,0.25,1,2208,0,0,0,0
1,0,0.44444444444444375,0.11688311688311687,0.11363636363636365,1,2,3,1,1,3,1,0,0,0.5384615384615384,4,0.44230769230769235,0.028004667444574097,1,1.0,0,31110,0,0,1,1
1,0,0.3888888888888893,0.27272727272727276,0.5909090909090909,1,2,1,1,5,3,1,3,0,0.6153846153846154,0,0.4807692307692308,0.05484247374562427,3,0.21999999999999997,1,2207,0,0,0,1
0,0,0.5925925925925934,0.15584415584415584,0.31818181818181823,1,3,3,1,1,3,0,3,3,0.9230769230769232,4,0.653846153846154,0.0571761960326721,3,0.7300000000000001,0,7400,0,0,1,1
0,0,0.4629629629629628,0.32467532467532473,0.31818181818181823,1,4,1,2,3,3,0,3,2,0.15384615384615385,0,0.9423076923076923,0.04317386231038507,3,0.38,0,2113,0,0,1,1
1,0,0.3888888888888893,0.5064935064935066,0.36363636363636365,1,3,1,2,1,0,0,3,0,0.6615384615384615,0,0.7692307692307694,0.03850641773628938,3,0.32,1,2209,0,0,0,1
1,0,0.4629629629629628,0.3636363636363637,0.36363636363636365,1,3,3,1,3,3,0,1,0,0.3076923076923077,1,0.5576923076923077,0.04900816802800467,3,0.19,1,4205,0,0,0,0
1,0,0.5,0.14285714285714285,0.22727272727272727,2,2,1,1,5,0,1,3,2,0.9230769230769232,4,0.5961538461538463,0.04900816802800467,1,0.19,1,2112,0,0,0,0
1,0,0.7962962962962967,0.6428571428571428,0.4545454545454545,1,3,5,1,1,0,0,3,3,0.5384615384615384,0,0.4807692307692308,0.04317386231038507,3,0.5900000000000001,1,3205,0,0,1,0
0,0,0.9074074074074074,0.5454545454545454,0.31818181818181823,1,3,3,1,3,3,0,3,3,0.9230769230769232,4,0.653846153846154,0.04317386231038507,3,0.44,1,3205,0,0,1,0
1,0,0.5,0.3636363636363637,0.36363636363636365,1,3,3,1,1,3,3,3,0,0.15384615384615385,0,0.44230769230769235,0.9066511085180864,3,0.19,1,2205,0,0,0,1
0,0,0.518518518518519,0.3766233766233767,0.31818181818181823,1,2,3,2,1,3,0,3,2,0.9230769230769232,0,0.653846153846154,0.056009334889148193,0,0.44,1,3205,0,0,0,0
0,0,0.9074074074074074,0.5454545454545454,0.31818181818181823,1,3,3,2,1,3,0,3,3,0.9230769230769232,4,0.653846153846154,0.056009334889148193,3,0.44,1,2205,0,0,0,1
1,0,0.48148148148148184,0.038961038961038974,0.09090909090909091,1,4,6,1,5,0,3,2,2,0.15384615384615385,1,0.5576923076923077,0.8366394399066511,0,0.19,1,3111,0,0,0,1
1,0,0.44444444444444375,0.5064935064935066,0.1818181818181818,1,3,6,1,1,0,0,3,2,0.6615384615384615,0,0.8076923076923077,0.03733955659276546,3,0.39999999999999997,1,6111,0,0,1,0
0,0,0.9074074074074074,0.42857142857142855,0.31818181818181823,1,3,3,1,1,3,3,1,3,0.9230769230769232,0,0.903846153846154,0.04900816802800467,3,0.44,1,1400,0,0,1,0
1,0,0.5,0.19480519480519481,0.11363636363636365,1,4,4,1,1,0,2,0,2,0.0,3,0.38461538461538464,0.6382730455075846,1,0.09,1,2209,0,0,1,0
1,0,0.518518518518519,0.14285714285714285,0.1818181818181818,1,3,6,1,5,3,0,1,2,0.9230769230769232,0,0.5961538461538463,0.008168028004667448,1,0.7300000000000001,1,2208,0,0,1,0
1,0,0.5740740740740744,0.6623376623376624,0.4545454545454545,1,3,5,2,1,0,2,1,3,0.15384615384615385,0,0.653846153846154,0.9183197199533255,1,0.19,0,1400,0,0,0,1
1,0,0.5740740740740744,0.2337662337662338,0.13636363636363638,1,2,2,2,2,3,0,1,2,0.07692307692307693,4,0.7884615384615385,0.04900816802800467,3,0.31000000000000005,1,2124,0,0,1,0
1,0,0.518518518518519,0.3636363636363637,0.13636363636363638,1,3,5,1,2,0,2,3,0,0.5384615384615384,0,0.4230769230769231,0.03150525087514586,1,0.38,0,2209,0,0,1,0
1,0,0.48148148148148184,0.29870129870129875,0.11363636363636365,1,3,5,2,2,0,2,3,3,0.3076923076923077,0,0.1538461538461538,0.8366394399066511,3,0.19,1,3205,0,0,1,0
1,0,0.5370370370370363,0.5324675324675325,0.09090909090909091,1,3,3,1,1,0,1,1,2,0.15384615384615385,1,0.5384615384615385,0.8366394399066511,3,0.19,1,6209,0,0,0,1
1,0,0.48148148148148184,0.09090909090909094,0.06818181818181818,2,2,3,1,3,3,0,3,2,0.9230769230769232,1,0.6923076923076923,0.04550758459743291,1,0.2,1,5400,0,0,0,0
